NP_417148.1	81c0dd1a7823ed99a23cd0ae419b6e0f	426	PIRSF	PIRSF000521	Transaminase_4ab_Lys_Orn	23	131	0.0017	T	09-07-2025	IPR005814	Aminotransferase class-III	-	-
NP_417148.1	81c0dd1a7823ed99a23cd0ae419b6e0f	426	PIRSF	PIRSF000521	Transaminase_4ab_Lys_Orn	122	424	4.8E-45	T	09-07-2025	IPR005814	Aminotransferase class-III	-	-
NP_417148.1	81c0dd1a7823ed99a23cd0ae419b6e0f	426	Gene3D	G3DSA:3.40.640.10	-	59	318	0.0	T	09-07-2025	IPR015421	Pyridoxal phosphate-dependent transferase, major domain	-	-
NP_417148.1	81c0dd1a7823ed99a23cd0ae419b6e0f	426	FunFam	G3DSA:3.40.640.10:FF:000013	4-aminobutyrate aminotransferase	59	318	4.0E-121	T	09-07-2025	-	-	-	-
NP_417148.1	81c0dd1a7823ed99a23cd0ae419b6e0f	426	SUPERFAMILY	SSF53383	PLP-dependent transferases	20	423	0.0	T	09-07-2025	IPR015424	Pyridoxal phosphate-dependent transferase	-	-
NP_417148.1	81c0dd1a7823ed99a23cd0ae419b6e0f	426	Pfam	PF00202	Aminotransferase class-III	16	420	0.0	T	09-07-2025	IPR005814	Aminotransferase class-III	-	-
YP_026284.1	8e45ccea21f648f7711eaa8914e50a61	48	NCBIfam	NF007487	lipoprotein toxin entericidin B	1	48	2.2E-32	T	09-07-2025	-	-	-	-
YP_026284.1	8e45ccea21f648f7711eaa8914e50a61	48	ProSiteProfiles	PS51257	Prokaryotic membrane lipoprotein lipid attachment site profile.	1	22	6.0	T	09-07-2025	-	-	-	-
YP_026284.1	8e45ccea21f648f7711eaa8914e50a61	48	Pfam	PF08085	Entericidin EcnA/B family	24	43	0.0015	T	09-07-2025	IPR012556	Entericidin A/B	-	-
QXV84307.1	3886fb7aaedc53b98f9cb654c0455451	145	MobiDBLite	mobidb-lite	consensus disorder prediction	126	145	-	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	NCBIfam	NF006016	acetolactate synthase large subunit	11	562	0.0	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	10	185	1.39E-59	T	09-07-2025	IPR029061	Thiamin diphosphate-binding fold	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	CDD	cd02015	TPP_AHAS	368	553	2.4882E-101	T	09-07-2025	IPR039368	Acetolactate synthase large subunit, TPP binding domain	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	FunFam	G3DSA:3.40.50.1220:FF:000014	Acetolactate synthase	196	365	2.8E-113	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	ProSitePatterns	PS00187	Thiamine pyrophosphate enzymes signature.	427	446	-	T	09-07-2025	IPR000399	TPP-binding enzyme, conserved site	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	Gene3D	G3DSA:3.40.50.1220	-	199	364	2.4E-57	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	FunFam	G3DSA:3.40.50.970:FF:000007	Acetolactate synthase	7	192	6.2E-80	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	FunFam	G3DSA:3.40.50.970:FF:000016	Acetolactate synthase	367	561	9.7E-93	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	Pfam	PF00205	Thiamine pyrophosphate enzyme, central domain	201	334	1.7E-43	T	09-07-2025	IPR012000	Thiamine pyrophosphate enzyme, central domain	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	SUPERFAMILY	SSF52467	DHS-like NAD/FAD-binding domain	165	361	6.2E-57	T	09-07-2025	IPR029035	DHS-like NAD/FAD-binding domain superfamily	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	SUPERFAMILY	SSF52518	Thiamin diphosphate-binding fold (THDP-binding)	366	560	8.5E-66	T	09-07-2025	IPR029061	Thiamin diphosphate-binding fold	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	PANTHER	PTHR18968	THIAMINE PYROPHOSPHATE ENZYMES	13	559	0.0	T	09-07-2025	IPR045229	Thiamine pyrophosphate enzyme	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	Gene3D	G3DSA:3.40.50.970	-	365	562	3.1E-65	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	NCBIfam	TIGR00118	biosynthetic-type acetolactate synthase large subunit	14	561	0.0	T	09-07-2025	IPR012846	Acetolactate synthase, large subunit, biosynthetic	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	Pfam	PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	390	538	1.6E-47	T	09-07-2025	IPR011766	Thiamine pyrophosphate enzyme, TPP-binding	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	Pfam	PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	14	128	8.9E-37	T	09-07-2025	IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	Gene3D	G3DSA:3.40.50.970	-	6	198	1.6E-62	T	09-07-2025	-	-	-	-
NP_418127.1	1676966fbe4eaf4797618b064ce9d92d	562	CDD	cd07035	TPP_PYR_POX_like	17	172	9.75094E-66	T	09-07-2025	-	-	-	-
QXV80726.1	d091ad1322ee9afdae4c25fb157e0d46	527	Coils	Coil	Coil	139	166	-	T	09-07-2025	-	-	-	-
QXV80726.1	d091ad1322ee9afdae4c25fb157e0d46	527	Coils	Coil	Coil	169	196	-	T	09-07-2025	-	-	-	-
QXV80726.1	d091ad1322ee9afdae4c25fb157e0d46	527	Pfam	PF13148	Protein of unknown function (DUF3987)	82	431	6.2E-40	T	09-07-2025	IPR025048	Protein of unknown function DUF3987)	-	-
NP_418605.1	9aa45ee7f805e22a5ebb8154609c2108	132	PANTHER	PTHR40043	UPF0719 INNER MEMBRANE PROTEIN YJFL	3	131	4.9E-36	T	09-07-2025	-	-	-	-
NP_418605.1	9aa45ee7f805e22a5ebb8154609c2108	132	Pfam	PF03994	Domain of Unknown Function (DUF350)	4	130	3.4E-30	T	09-07-2025	IPR007140	Protein of unknown function DUF350	-	-
QXV81613.1	4eac60dfba7f330dc978cce0966fa6d0	90	MobiDBLite	mobidb-lite	consensus disorder prediction	56	90	-	T	09-07-2025	-	-	-	-
QXV81613.1	4eac60dfba7f330dc978cce0966fa6d0	90	MobiDBLite	mobidb-lite	consensus disorder prediction	56	66	-	T	09-07-2025	-	-	-	-
QXV81613.1	4eac60dfba7f330dc978cce0966fa6d0	90	Pfam	PF24231	Family of unknown function (DUF7444)	1	90	1.6E-34	T	09-07-2025	IPR055867	Protein of unknown function DUF7444	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	ProSiteProfiles	PS51096	PTS_EIIA type-4 domain profile.	1	135	17.743647	T	09-07-2025	IPR004701	Phosphotransferase system, mannose-type IIA component	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	ProSitePatterns	PS00369	PTS HPR domain histidine phosphorylation site signature.	167	174	-	T	09-07-2025	IPR001020	Phosphotransferase system, HPr histidine phosphorylation site	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Gene3D	G3DSA:3.50.30.10	Phosphohistidine domain	257	465	1.6E-47	T	09-07-2025	-	-	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	NCBIfam	TIGR01003	HPr family phosphocarrier protein	159	234	1.1E-10	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	CDD	cd00367	PTS-HPr_like	160	234	5.61692E-20	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	NCBIfam	TIGR02364	dihydroxyacetone kinase phosphoryl donor domain	2	127	3.5E-37	T	09-07-2025	IPR012844	Dihydroxyacetone kinase phosphotransferase subunit, N-terminal domain	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	PRINTS	PR00107	Phosphocarrier protein signature	167	183	9.6E-7	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	PRINTS	PR00107	Phosphocarrier protein signature	192	207	9.6E-7	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	PRINTS	PR00107	Phosphocarrier protein signature	207	224	9.6E-7	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	SUPERFAMILY	SSF53062	PTS system fructose IIA component-like	1	127	4.71E-29	T	09-07-2025	IPR036662	Phosphotransferase system, mannose-type IIA component superfamily	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Coils	Coil	Coil	350	370	-	T	09-07-2025	-	-	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	FunFam	G3DSA:3.40.50.510:FF:000002	PTS-dependent dihydroxyacetone kinase, DhaM subunit	1	132	7.6E-85	T	09-07-2025	-	-	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	PANTHER	PTHR38594	PEP-DEPENDENT DIHYDROXYACETONE KINASE, PHOSPHORYL DONOR SUBUNIT DHAM	1	472	0.0	T	09-07-2025	IPR039643	Dihydroxyacetone kinase phosphotransferase subunit DhaM	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Gene3D	G3DSA:3.40.50.510	-	1	132	1.7E-43	T	09-07-2025	IPR036662	Phosphotransferase system, mannose-type IIA component superfamily	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Pfam	PF00391	PEP-utilising enzyme, mobile domain	394	465	1.5E-9	T	09-07-2025	IPR008279	PEP-utilising enzyme, mobile domain	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Gene3D	G3DSA:1.10.274.10	-	265	388	1.6E-47	T	09-07-2025	IPR036618	PtsI, HPr-binding domain superfamily	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Pfam	PF05524	PEP-utilising enzyme, N-terminal	258	368	2.0E-17	T	09-07-2025	IPR008731	Phosphotransferase system, enzyme I N-terminal	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Gene3D	G3DSA:3.30.1340.10	-	156	242	2.7E-20	T	09-07-2025	IPR035895	HPr-like superfamily	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	ProSiteProfiles	PS51350	PTS HPR domain profile.	155	242	26.115234	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	SUPERFAMILY	SSF52009	Phosphohistidine domain	355	463	8.89E-20	T	09-07-2025	IPR036637	Phosphohistidine domain superfamily	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	SUPERFAMILY	SSF55594	HPr-like	158	241	4.32E-19	T	09-07-2025	IPR035895	HPr-like superfamily	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Pfam	PF03610	PTS system fructose IIA component	4	120	1.8E-23	T	09-07-2025	IPR004701	Phosphotransferase system, mannose-type IIA component	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	Pfam	PF00381	PTS HPr component phosphorylation site	160	236	7.5E-14	T	09-07-2025	IPR000032	Phosphocarrier protein HPr-like	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	NCBIfam	NF008478	dihydroxyacetone kinase phosphoryl donor subunit DhaM	1	470	0.0	T	09-07-2025	-	-	-	-
NP_415716.4	5509eda48bbf12602080c90d3a56a279	472	SUPERFAMILY	SSF47831	Enzyme I of the PEP:sugar phosphotransferase system HPr-binding (sub)domain	276	384	3.14E-26	T	09-07-2025	IPR036618	PtsI, HPr-binding domain superfamily	-	-
XPK43046.1	e1e076e9da7327f9fbf87edf4ba6e354	267	MobiDBLite	mobidb-lite	consensus disorder prediction	210	247	-	T	09-07-2025	-	-	-	-
XPK43046.1	e1e076e9da7327f9fbf87edf4ba6e354	267	Pfam	PF21939	Baseplate structural protein Gp10, C-terminal domain	105	266	1.4E-6	T	09-07-2025	IPR053827	Baseplate structural protein Gp10, C-terminal domain	-	-
XPK41958.1	e1e076e9da7327f9fbf87edf4ba6e354	267	MobiDBLite	mobidb-lite	consensus disorder prediction	210	247	-	T	09-07-2025	-	-	-	-
XPK41958.1	e1e076e9da7327f9fbf87edf4ba6e354	267	Pfam	PF21939	Baseplate structural protein Gp10, C-terminal domain	105	266	1.4E-6	T	09-07-2025	IPR053827	Baseplate structural protein Gp10, C-terminal domain	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Coils	Coil	Coil	341	361	-	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Gene3D	G3DSA:3.40.50.300	-	274	549	5.2E-64	T	09-07-2025	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	276	542	5.2E-30	T	09-07-2025	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	MobiDBLite	mobidb-lite	consensus disorder prediction	543	570	-	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Pfam	PF21268	Bacteriophage T7 DNA helicase/primase, N-terminal a+b fold	79	137	2.1E-26	T	09-07-2025	IPR048774	Bacteriophage T7 DNA helicase/primase, N-terminal	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Hamap	MF_04154	DNA helicase/primase [4].	8	570	44.722595	T	09-07-2025	IPR046394	Bacteriophage T7 DNA helicase/primase	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	PANTHER	PTHR12873	T7-LIKE MITOCHONDRIAL DNA HELICASE	116	546	4.6E-49	T	09-07-2025	IPR027032	Twinkle-like protein	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Pfam	PF03796	DnaB-like helicase C terminal domain	293	512	5.6E-14	T	09-07-2025	IPR007694	DNA helicase, DnaB-like, C-terminal	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	SUPERFAMILY	SSF56731	DNA primase core	68	258	2.22E-84	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Gene3D	G3DSA:2.20.25.10	-	1	56	2.6E-21	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	ProSiteProfiles	PS51199	Superfamily 4 helicase domain profile.	284	551	46.299683	T	09-07-2025	IPR007694	DNA helicase, DnaB-like, C-terminal	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	SMART	SM00493	toprim5	154	231	1.3E-7	T	09-07-2025	IPR006171	TOPRIM domain	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	MobiDBLite	mobidb-lite	consensus disorder prediction	551	570	-	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Gene3D	G3DSA:3.40.1360.10	-	141	265	1.5E-39	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	CDD	cd01029	TOPRIM_primases	154	238	2.45584E-11	T	09-07-2025	IPR034154	Archaeal primase DnaG/twinkle-like, TOPRIM domain	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	SMART	SM00778	prim_zn_ribbon	12	48	8.0E-13	T	09-07-2025	IPR013237	DNA primase/helicase Gp4, N-terminal, Bacteriophage T7-like	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Gene3D	G3DSA:2.20.25.180	-	68	138	2.0E-28	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	CDD	cd19483	RecA-like_Gp4D_helicase	311	540	7.20045E-87	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	SUPERFAMILY	SSF57783	Zinc beta-ribbon	10	59	1.38E-15	T	09-07-2025	-	-	-	-
QXV76821.1	5d1c7aa72196d73f4de676d869e69e08	570	Pfam	PF13155	Toprim-like	157	244	7.8E-7	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	SUPERFAMILY	SSF81296	E set domains	117	223	2.62E-35	T	09-07-2025	IPR014756	Immunoglobulin E-set	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	2	102	6.0E-7	T	09-07-2025	IPR013783	Immunoglobulin-like fold	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	103	221	2.5E-40	T	09-07-2025	IPR013783	Immunoglobulin-like fold	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Gene3D	G3DSA:3.20.20.80	Glycosidases	230	612	0.0	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	FunFam	G3DSA:2.60.40.1180:FF:000002	1,4-alpha-glucan branching enzyme GlgB	620	726	1.5E-49	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	SMART	SM00642	aamy	247	596	2.7E-6	T	09-07-2025	IPR006047	Glycosyl hydrolase family 13, catalytic domain	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Gene3D	G3DSA:2.60.40.1180	-	623	728	8.7E-38	T	09-07-2025	IPR013780	Glycosyl hydrolase, all-beta	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	PIRSF	PIRSF000463	GlgB	6	728	0.0	T	09-07-2025	IPR037439	1,4-alpha-glucan-branching enzyme	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	FunFam	G3DSA:2.60.40.10:FF:000331	1,4-alpha-glucan branching enzyme GlgB	2	102	2.7E-66	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	SUPERFAMILY	SSF51445	(Trans)glycosidases	228	621	1.67E-110	T	09-07-2025	IPR017853	Glycoside hydrolase superfamily	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Pfam	PF02806	Alpha amylase, C-terminal all-beta domain	628	725	6.5E-23	T	09-07-2025	IPR006048	Alpha-amylase/branching enzyme, C-terminal all beta	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	PANTHER	PTHR43651	1,4-ALPHA-GLUCAN-BRANCHING ENZYME	116	723	0.0	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	FunFam	G3DSA:2.60.40.10:FF:000169	1,4-alpha-glucan branching enzyme GlgB	103	221	4.8E-58	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Pfam	PF22019	alpha-1,4-glucan branching enzyme GlgB, N-terminal domain	7	99	6.5E-22	T	09-07-2025	IPR054169	1,4-alpha-glucan branching enzyme GlgB, N-terminal domain	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	FunFam	G3DSA:3.20.20.80:FF:000003	1,4-alpha-glucan branching enzyme GlgB	225	619	0.0	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	CDD	cd02855	E_set_GBE_prok_N	118	221	2.37432E-55	T	09-07-2025	IPR044143	Glycogen branching enzyme GlgB, N-terminal Early set domain	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	NCBIfam	NF008967	1,4-alpha-glucan branching protein GlgB	107	725	0.0	T	09-07-2025	-	-	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Pfam	PF02922	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	125	207	6.0E-24	T	09-07-2025	IPR004193	Glycoside hydrolase, family 13, N-terminal	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	Pfam	PF00128	Alpha amylase, catalytic domain	273	344	3.0E-4	T	09-07-2025	IPR006047	Glycosyl hydrolase family 13, catalytic domain	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	SUPERFAMILY	SSF81296	E set domains	16	115	1.22E-18	T	09-07-2025	IPR014756	Immunoglobulin E-set	-	-
NP_417890.1	e4686fc466af9047d254e77709e9fcd6	728	CDD	cd11322	AmyAc_Glg_BE	212	612	0.0	T	09-07-2025	-	-	-	-
