geneID,symbol,entity,5_R1,5_R2,10_R1,10_R2,20_R1,20_R2
gene-AUO97_RS11205,ligA,host,8.732453662283591,6.269478393385127,2.275390411416752,1.8115998358379244,1.6001525366043174,1.327501175034268
gene-AUO97_RS06915,gene-AUO97_RS06915,host,0.0304474480676314,0.0296075659278654,0.027383730757745,0.0215243978535373,0.0278962609724332,0.0348774685748439
gene-AUO97_RS11470,cntA,host,30.239554201793368,23.089762731723663,6.136016830759663,5.70766855339875,4.067154865862612,3.7198882881062096
gene-AUO97_RS15420,rpsA,host,832.4269005920276,646.1077646711432,256.06929044815075,237.67209250524144,187.1255189515223,169.1582227649521
gene-AUO97_RS17205,gene-AUO97_RS17205,host,0.9025139329493376,1.5095036544070055,0.1623400325051985,0.4848949040881566,0.0330756970487482,0.2894716284322556
gene-AUO97_RS08780,gspN,host,6.569282464527524,4.9105580715522725,1.4067287494099665,2.179866034231626,0.7779457293764056,1.0750135878472074
gene-AUO97_RS06405,gene-AUO97_RS06405,host,100.5374735193192,71.4726641498673,21.414077452556615,20.5342755522746,11.660637086477111,11.091035006800388
gene-AUO97_RS03680,cadR,host,0.2538062083194931,0.2468050533834283,0.0760891450062533,0.0598082505243327,0.077513274763097,0.0969114393988031
gene-AUO97_RS04175,gene-AUO97_RS04175,host,20.456701323196526,16.56861525821243,3.4933450919927074,3.258431742351378,3.463829189530361,3.0255389094551575
gene-AUO97_RS07195,gene-AUO97_RS07195,host,1.0503374568690134,0.8100475227061762,0.4886116664617251,0.947354870233466,0.4313892383057329,0.4563705365152788
gene-AUO97_RS18605,gene-AUO97_RS18605,host,9.882226727817596,4.580290449040792,2.242727549059318,1.762848184204706,1.2692798742457143,0.9521548920932408
gene-AUO97_RS10320,gene-AUO97_RS10320,host,75.67770627872615,55.37130747084883,19.689080462482902,19.06249936510334,13.957126939690196,13.02557797766046
gene-AUO97_RS13185,gene-AUO97_RS13185,host,0.1458272512712876,0.1418046578650399,0.1311536578397262,0.1030905370879945,0.1336084078153383,0.1670447179110948
gene-AUO97_RS16925,gene-AUO97_RS16925,host,0.1104605092686166,0.0358044983313722,0.0331152092884358,0.0260295043810218,0.033735013268989,0.0421774038579508
gene-AUO97_RS06695,gene-AUO97_RS06695,host,34.564704232576965,27.6389095233785,8.784016233815663,7.133006078680154,5.267511478119714,4.840120701473974
gene-AUO97_RS02835,gene-AUO97_RS02835,host,2.6663139159979212,2.405335819786127,1.242348271942682,0.7948429816059867,0.3237583447351387,0.0367982566992556
gene-AUO97_RS19130,gene-AUO97_RS19130,host,0.0671689157370779,0.0653160848348063,0.0604101696716314,0.0474841261738641,0.061540842387671,0.07694180946208
gene-AUO97_RS00465,gene-AUO97_RS00465,host,3.9201421782796815,2.4001522003707207,0.739958628510595,0.7869094272044298,0.3103915849683843,0.4989457949833576
gene-AUO97_RS11865,gene-AUO97_RS11865,host,15.7476499326399,12.372610757931414,3.717987293070439,3.4000426194304607,2.638038867808219,2.5243390462849344
gene-AUO97_RS05340,gene-AUO97_RS05340,host,0.0915939760051063,0.0890673884110995,0.0823775040976792,0.0647510811461783,0.0839193305286422,0.1049206492664728
gene-AUO97_RS09620,gene-AUO97_RS09620,host,126.12307307951131,92.46798130063527,31.431411280149852,25.541711468921523,16.314477316971583,20.397273688397423
gene-AUO97_RS00890,gene-AUO97_RS00890,host,0.0323115775411599,0.031420274045898,0.0290602857020967,0.0228422181302845,0.0296041953176843,0.0370128237937119
gene-AUO97_RS08390,gene-AUO97_RS08390,host,0.0980785052798041,0.0953730442278145,0.0882095397860105,0.0693352284839609,0.089860522070493,0.1123486598340107
gene-AUO97_RS06370,gene-AUO97_RS06370,host,2.907454495476375,2.5473273085574455,0.5954716724775102,0.9157652904959512,0.8703633423399184,0.8243765299508579
gene-AUO97_RS11850,betB,host,15.68756703085421,12.445308180693084,4.689477835100272,4.388171537961478,2.791898705061856,1.7840784128834657
gene-AUO97_RS15960,gene-AUO97_RS15960,host,8.212876789838973,5.107739109679518,1.672102334803545,2.02890236184255,0.909581668840577,1.054503789288931
gene-AUO97_RS18045,gene-AUO97_RS18045,host,9.440964267489292,7.264600102182345,5.537598886566218,5.165217724912555,4.5882116935696935,3.479479605674065
gene-AUO97_RS18700,tsaE,host,11.854463388154551,8.116970416021656,3.3435881884709944,3.9174404093437913,1.8637527267405427,2.330168090354767
gene-AUO97_RS03150,gene-AUO97_RS03150,host,29.135382779768616,24.55413436599187,5.651776183196449,4.119370327351203,4.501363677737379,3.272009938464745
gene-AUO97_RS08345,gene-AUO97_RS08345,host,0.043633350774086,0.0424297401485946,0.0392428267551936,0.0308459874751479,0.0399773188738807,0.0499818840993827
gene-AUO97_RS14970,gene-AUO97_RS14970,host,110.94028349399696,101.29801458952431,61.04366557842291,60.44426510792871,34.926493183942476,31.90890443748713
gene-AUO97_RS04675,gene-AUO97_RS04675,host,32.26346919237645,29.883318369050453,7.309630530267407,5.513434650187558,4.086767792633115,4.169106194186043
gene-AUO97_RS06145,gene-AUO97_RS06145,host,47.688836217043,39.91408500141315,8.668957735777603,6.814049441659885,3.5390995842160633,4.0112497082755425
gene-AUO97_RS14590,gene-AUO97_RS14590,host,1.462323269692635,0.5238894304458421,0.2076599582462331,0.4896800511679739,0.3525777428460317,0.440812450043167
gene-M172_gp24,gene-M172_gp24,phage,5481.542498341593,5803.94032452426,13577.138050346348,12889.398554518848,10535.718452060932,9897.106635905076
gene-AUO97_RS03195,omp38,host,5269.765506385955,4204.629652548034,2167.3975904242475,2142.8728235783597,1698.7160096263708,1577.8922396664495
gene-AUO97_RS04885,gene-AUO97_RS04885,host,5.967699821255773,5.803082921861637,3.220326737110816,4.70092849121255,1.7184096759018903,1.367196768133884
gene-AUO97_RS16615,gene-AUO97_RS16615,host,0.03070047395185,0.0298536121821136,0.0276112963873107,0.0217032709658935,0.0281280858558607,0.0351673090339147
gene-AUO97_RS06285,gene-AUO97_RS06285,host,1.7240021705850013,1.037800014597478,0.8121811700297119,0.9866146216125106,0.3760829257024338,0.4701999467127115
gene-AUO97_RS03835,gene-AUO97_RS03835,host,0.0291654502542575,0.0283609315730079,0.0262307315679452,0.0206181074175989,0.0267216815630676,0.0334089435822189
gene-AUO97_RS08005,gene-AUO97_RS08005,host,0.0454216028549912,0.0441686639251763,0.0408511393271278,0.0321101672897032,0.0416157335818267,0.0520303219723082
gene-AUO97_RS13350,gene-AUO97_RS13350,host,2.216574219323573,3.6548609209737264,1.3001319124981554,2.112011351124479,0.9712750342054162,1.2143424710754376
gene-AUO97_RS08180,gene-AUO97_RS08180,host,0.0405965974235086,0.0394767545704873,0.0365116410103267,0.0286991971380497,0.037195014629911,0.0465032914331253
gene-AUO97_RS13630,gene-AUO97_RS13630,host,34.56105855129518,19.1436288117804,7.475758496864394,4.020530946431786,5.210727904798196,5.512475691066132
gene-AUO97_RS16535,adeB,host,1.3359294957350367,1.008084800174614,0.3171970818341691,0.3399900065968575,0.3231339313412426,0.1346667156930331
gene-AUO97_RS13125,gene-AUO97_RS13125,host,0.1108287109661786,0.1077715399774304,0.0996767799581919,0.0783488081868758,0.1015423899396571,0.1269539856124321
gene-AUO97_RS16525,gene-AUO97_RS16525,host,0.3291941909886494,0.1067044950271588,0.0986898811467246,0.0775730774127483,0.1005370197422348,0.1256970154578535
gene-AUO97_RS17025,gene-AUO97_RS17025,host,0.0370664585171166,0.0360439933034884,0.0333367157050809,0.0262036147782193,0.0339606655316579,0.0424595269606796
gene-AUO97_RS12770,gudD,host,0.0249614213887789,0.0242728693642861,0.0224497252158089,0.017646127970017,0.0228699076440669,0.0285932400028
gene-AUO97_RS16255,gene-AUO97_RS16255,host,19.71439064227041,17.894775952638753,8.415080177155767,6.76094076877402,3.2582137581883757,2.8871155606565555
gene-AUO97_RS03555,gene-AUO97_RS03555,host,0.061231332025513,0.0595422872803482,0.0550700441757966,0.0432866343573899,0.0561007679224625,0.0701403235427801
gene-AUO97_RS04410,rpsJ,host,1635.895713501739,1339.1650107003202,587.9971586956802,521.2455806201864,414.2734235711205,358.7670804951327
gene-AUO97_RS02930,sbmA,host,0.918931523086406,0.9477396731683576,0.2754885878241485,0.6102545361289323,0.0255131633014213,0.0956939590043458
gene-AUO97_RS17565,gene-AUO97_RS17565,host,94.2835676862277,82.90710611120896,53.1846818776924,53.44507987033315,13.127980413627103,17.50151373085671
gene-AUO97_RS16310,gene-AUO97_RS16310,host,0.6285807487634013,0.2251942626394068,0.1487713133704357,0.1637139275546659,0.0909334835280511,0.1894835606155703
gene-AUO97_RS12495,dnaQ,host,7.155679816729361,5.505719977107857,0.9317612039570116,0.9367792283213414,0.7284562756540621,0.5243751579643935
gene-AUO97_RS09255,gene-AUO97_RS09255,host,51.96044702489677,41.96446608025286,17.784795328156846,16.179565526262373,15.335682864174249,11.347599398919446
gene-AUO97_RS09685,gene-AUO97_RS09685,host,12.426249411359423,9.84406707153152,1.6828547265668767,2.2046201437865496,2.153929483568485,0.9342934006109722
gene-AUO97_RS11185,gene-AUO97_RS11185,host,8.642985295496768,4.704951558716178,1.5249059620469658,1.3740276062623746,0.7198900779304052,0.7105633523083886
gene-AUO97_RS11685,gene-AUO97_RS11685,host,1.249225354821089,1.277061600888626,0.2592748611629269,0.7925457475551024,0.2054325808027745,0.1100757100685827
gene-AUO97_RS11160,gene-AUO97_RS11160,host,2.2869416548576544,2.1554307995486077,0.9176592440595448,0.7710517631089367,0.4190638314969978,0.1209085577261258
gene-AUO97_RS00490,queF,host,16.808339559815288,14.27674643981458,3.6413288619413287,3.324764923059307,2.8851527768832472,1.6396271204557653
gene-AUO97_RS02085,radA,host,13.093586371166246,10.311618187905328,3.4230254888450355,3.536695661135432,2.083483162908732,2.0564900477175825
gene-AUO97_RS08805,trpE,host,16.090192375210275,12.486782844774565,3.862975608821494,4.704075029693951,2.385634462437728,1.962943151035597
gene-AUO97_RS15260,gene-AUO97_RS15260,host,9.911742965274223,8.638388900252798,2.3891599319875896,1.151000532642248,1.2823652337740208,1.3415240747705457
gene-AUO97_RS00980,gene-AUO97_RS00980,host,6.4770025889325185,0.4198891167951833,0.3883510907462023,0.3052550968319837,0.3956197010635993,1.4838777539115442
gene-AUO97_RS08090,gene-AUO97_RS08090,host,0.0808968693183785,0.0786653576477594,0.0727567736921109,0.0571889110853108,0.0741185328026694,0.0926671427827971
gene-AUO97_RS08855,rplA,host,1251.0746170229538,1010.4975470383808,493.8726662152655,479.1772583463712,391.33211571141146,360.99803581259255
gene-AUO97_RS13465,benA,host,0.8414327296781459,0.303911067181474,0.1945967504606783,0.1189678215418938,0.1541858415569631,0.0826164765373744
gene-AUO97_RS14840,gene-AUO97_RS14840,host,21.82329392901439,19.82875243966767,6.187800104146184,6.404354826511479,2.7096986079402887,3.601784423274057
gene-AUO97_RS15295,gene-AUO97_RS15295,host,17.08098091520564,11.2808832128897,3.763932527326558,2.8236409346561646,2.3355998670007243,1.7957820843086951
gene-AUO97_RS18870,gene-AUO97_RS18870,host,19.62142548233902,15.977025965525671,10.122816952952563,6.371556774730369,4.938832195508616,3.704882848611832
gene-AUO97_RS00650,gene-AUO97_RS00650,host,2.1874087690693154,0.4254139735951199,1.1803829205575358,0.9278148337919506,0.400825223446015,0.5011341537332846
gene-AUO97_RS03880,gene-AUO97_RS03880,host,12.752561283662914,8.588779932699147,2.372220309048672,2.6857560885020755,1.3080788223667623,1.136487644128759
gene-AUO97_RS11670,bamE,host,103.74567304728754,75.76420291646423,44.59224366550691,43.76929660364567,21.91177888171549,24.34080175275954
gene-AUO97_RS02870,gene-AUO97_RS02870,host,20.56554155361711,16.19454691639462,4.424156543598893,5.321015315365364,3.963954259676456,3.055042434523767
gene-AUO97_RS11085,gene-AUO97_RS11085,host,3.3568311494563727,2.7461017398095247,1.485567393607668,0.7156862286301158,0.3417291969123077,0.6713912700657467
gene-AUO97_RS13880,gene-AUO97_RS13880,host,46.702304749923215,32.52589518391005,16.056182338626275,12.822549793470657,7.406313493021384,6.445859578775548
gene-AUO97_RS16125,gene-AUO97_RS16125,host,109.7846723846132,71.7695979994627,29.2529680312085,28.103376849640245,13.46540388330236,13.523359336976464
gene-AUO97_RS06275,gene-AUO97_RS06275,host,11.278533385839369,8.249347385409868,2.300233383650583,2.1242110668572893,1.5749954555583645,2.0331848893794295
gene-AUO97_RS03170,gene-AUO97_RS03170,host,4.183600347729922,3.3068971427953255,0.99016668832641,1.020437016120458,0.6052195426866983,0.5885284101238575
gene-AUO97_RS17105,gene-AUO97_RS17105,host,0.469234461751966,0.4128345281393503,0.3014418748735643,0.2685342216082438,0.102361280181106,0.1279778080770485
gene-AUO97_RS10385,infC,host,318.45184504249266,252.26740363195256,117.06604428785477,102.40700200512848,84.04840210766187,80.10520505219222
gene-AUO97_RS14760,gene-AUO97_RS14760,host,3.694290365539288,3.5923846659143464,0.906152545074472,0.6067416122215974,0.1025680706461183,1.0686362425288898
gene-AUO97_RS14670,madM,host,2.9119700528368506,1.5637439133980098,0.8208675996556981,0.6452254791860362,0.2787438155206275,0.149357630132273
gene-AUO97_RS14460,gene-AUO97_RS14460,host,16.463685324685958,8.824771027137416,1.9501978687472332,1.8735584566426828,0.6622329778673293,0.6439694922369744
gene-AUO97_RS05940,gene-AUO97_RS05940,host,0.1204659901806289,0.0390476594121124,0.0361147753471709,0.0283872493430709,0.0367907209926294,0.0459978208740696
gene-AUO97_RS12325,gene-AUO97_RS12325,host,15.05476709656184,14.639486644333031,3.0536816981411397,3.124894661788689,1.4673755771626755,1.5410599409601586
gene-AUO97_RS16145,gene-AUO97_RS16145,host,6.058636199484433,9.3402001313773,1.4619261060534816,1.3580460085725143,0.1353898532528762,0.1692719808165761
gene-AUO97_RS18485,gene-AUO97_RS18485,host,0.6011571248513168,0.7644434685464465,0.1524957690598207,0.2724228379237685,0.1271045214821856,0.0882851082144868
gene-AUO97_RS12475,gene-AUO97_RS12475,host,88.89777536397297,61.5119764193215,28.00241742045815,25.19777348044015,13.209115979438453,11.458135142138998
gene-AUO97_RS12505,gene-AUO97_RS12505,host,4.61786295692411,3.926969512249506,0.7003433885951392,0.9345527773924732,0.3816135569627638,0.4771146518114278
gene-AUO97_RS07305,yidC,host,95.51660115466744,68.6837020537593,30.072841108340356,26.681306229227395,19.49544692708579,16.891152089149827
gene-AUO97_RS14260,gene-AUO97_RS14260,host,0.3859706352055972,0.1608530447424334,0.2479521889507261,0.5067335852882516,0.2525930098001421,0.1894835606155703
gene-AUO97_RS14785,gene-AUO97_RS14785,host,1.1082871096617866,0.6858188907654662,0.8155372905670247,0.2136785677823886,0.4615563179075325,0.5770635709656005
gene-AUO97_RS16325,gene-AUO97_RS16325,host,12.678132845373469,11.51195995213461,3.7001228923874274,6.232291560319668,1.461595006707186,0.6732408327932006
gene-AUO97_RS08185,gene-AUO97_RS08185,host,0.0257741188293438,0.0250631488319605,0.023180646501905,0.0182206530667153,0.0236145092882923,0.0295241827005656
gene-AUO97_RS09785,gene-AUO97_RS09785,host,171.50177569409175,121.57289535209112,35.14115048526052,32.25892255449428,18.287991657499475,17.294241917611924
gene-AUO97_RS04220,rnr,host,38.51503962980973,25.41857289045846,7.432474535344086,7.125270024935482,5.077119496982857,4.0795387436252994
gene-AUO97_RS19670,gene-AUO97_RS19670,host,0.1575763663026237,0.6639952700031256,0.3306812605248073,0.1113964097443732,0.0481243554216384,0.0601677656930957
gene-AUO97_RS04340,rpsN,host,1730.7750362551567,1397.331976668154,542.0657827726378,470.016036564209,362.46651153950165,350.11917796840345
gene-AUO97_RS07545,gene-AUO97_RS07545,host,11.987595267770343,9.646024132090709,3.0513299987201608,2.7639083937644244,2.1018978675555853,1.5175257755421914
gene-AUO97_RS06900,gene-AUO97_RS06900,host,12.327686328484363,8.863818686549529,3.5031332086755858,3.7755041626284367,1.5084195606978057,1.14994552185174
gene-M172_gp16,gene-M172_gp16,phage,25634.015874211327,26772.821504273215,36083.725307918496,36989.778158493864,21771.568437108635,21131.321633208507
gene-AUO97_RS05045,gene-AUO97_RS05045,host,5.600013091102896,3.2582093481548724,1.4540587351195016,1.3748310950339733,1.3954028215809122,0.8320451488341216
gene-AUO97_RS06105,gene-AUO97_RS06105,host,15.253229808231804,10.277182935992071,2.620368957663808,2.5443169668933905,1.099170200377732,0.9816029815394236
gene-M172_gp37,gene-M172_gp37,phage,691.3448010655171,767.0883349337681,4736.068258364195,5908.42099996855,20886.565270310435,21561.21424666262
gene-AUO97_RS12865,gene-AUO97_RS12865,host,0.0198974346438381,0.0193485709115673,0.0178952926316323,0.0140662133190082,0.018230231587012,0.0227924570219806
gene-AUO97_RS16330,gene-AUO97_RS16330,host,1.801648996001919,2.3890242852139747,0.4419167584353336,0.2701683040926753,0.5502296991804082,0.1876167275060573
gene-AUO97_RS07865,gene-AUO97_RS07865,host,8.163722013133695,6.398935186159929,3.7823778109135326,2.6932402814238565,2.6745540207320406,3.0038219810084383
gene-AUO97_RS06745,gene-AUO97_RS06745,host,3.836378456521569,3.638440879579915,1.4056981788975784,0.9709895031706832,0.7377011234932357,0.4882845600478158
gene-AUO97_RS17055,gene-AUO97_RS17055,host,5.144125075033952,5.327574240393728,2.143991116081864,1.5669761637375166,0.4981324789492615,0.8144217944948474
gene-AUO97_RS02530,gltA,host,223.9261508391944,162.519482285965,67.05315621187545,61.66512079649404,41.883249309228,35.45750139340163
gene-AUO97_RS03805,gene-AUO97_RS03805,host,0.027569331086114,0.1340442039520278,0.0247952188950726,0.0194897532803173,0.0252593009800142,0.0315805934359283
gene-AUO97_RS05125,gene-AUO97_RS05125,host,0.0989542062198023,0.0962245892655628,0.0889971249626713,0.0699542930239962,0.0906628481604081,0.1133517728682429
gene-AUO97_RS16740,gene-AUO97_RS16740,host,0.8006636913906442,0.9424887526543344,0.3410992470052195,0.2085329495468178,0.3474834636718306,0.4344432967725813
gene-AUO97_RS15415,cmk,host,226.06153228079495,199.9656215563763,75.17109126104691,74.27740723742683,51.65802806973824,41.856008356937224
gene-AUO97_RS11235,bioA,host,8.331619723686966,7.445574775958306,1.9841981958890664,1.8532153692914424,1.1176797019119171,1.1595328896685837
gene-AUO97_RS12305,ureG,host,8.59598294810849,6.045720535319266,1.8962899601802363,1.1083489938631217,1.931782052510551,0.8050740551032279
gene-AUO97_RS17160,gene-AUO97_RS17160,host,0.1446850012613298,0.1406939164196219,0.0260252689185879,0.0613698236450724,0.1325618667619545,0.0331472547290945
gene-AUO97_RS17460,cydP,host,90.19752015555156,66.15514530922265,16.101633685554077,13.379565705758797,6.092543396379429,9.961005024975442
gene-AUO97_RS17845,gene-AUO97_RS17845,host,19.79760734353106,14.461651090988523,5.367211228518026,4.486641152581779,1.6489789819260563,3.146722720308146
gene-AUO97_RS07460,gene-AUO97_RS07460,host,6.222759591133801,3.489324450088935,1.8383012697207528,2.2156015429895213,0.957161872382014,0.5723335416953906
gene-AUO97_RS16230,aroC,host,17.2028081582118,11.16205235480529,3.806338575326559,3.20713528017706,2.5385597484914286,1.6392410230176673
gene-AUO97_RS09360,crcB,host,3.22886795728237,2.970081810401625,1.0203134956350357,0.1850759248508878,0.5596824642343308,0.2998913045962963
gene-AUO97_RS11430,gene-AUO97_RS11430,host,55.2884137660823,42.9861483319069,15.74440047066895,15.0465324813432,10.731184391350132,7.934624100777008
gene-AUO97_RS15585,gene-AUO97_RS15585,host,0.1259417170070212,0.1224676590652618,0.113269068134309,0.0890327365759952,0.1153890794768831,0.1442658927414001
gene-AUO97_RS09520,gene-AUO97_RS09520,host,52.376411121579864,45.1327515133909,14.622634217216987,14.59594548456012,7.47393225444177,7.797681349799129
gene-AUO97_RS04695,gene-AUO97_RS04695,host,15.097797984449244,11.427850088172807,2.59535766683594,2.3356814516087514,0.6514040109336496,1.3893077670794456
gene-AUO97_RS04850,pilV,host,0.889000355343679,0.1728955186803696,0.0533030908867336,0.2094887919435182,0.2715037164161956,0.2036694956349178
gene-AUO97_RS13395,gene-AUO97_RS13395,host,2043.392311839901,1589.1147855628583,668.0077766415523,653.701577872238,323.7877773119328,320.9175966742088
gene-AUO97_RS05840,alc,host,3.3873463589069437,2.8461920053386662,1.2126848600254805,1.3251875568700069,1.0545945542694362,0.6404206989351174
gene-AUO97_RS06400,gene-AUO97_RS06400,host,1.6950273441886146,1.9018507054840657,0.7426897330218221,0.8910256617330976,0.3583849056693781,0.8463599040828808
gene-AUO97_RS14500,gene-AUO97_RS14500,host,0.588777527007824,0.9766795810454628,0.4672349060540246,0.3182920332591831,0.2855879717052857,0.4364043255427353
gene-AUO97_RS00935,gene-AUO97_RS00935,host,0.0359833477162917,0.0349907597329319,0.0323625908955168,0.0254379247359986,0.0989049252658998,0.0412188264975428
gene-AUO97_RS12965,csrA,host,368.3424805640643,352.6031207967458,224.3313883059072,235.32294976599297,103.33431446800404,112.16758022933708
gene-AUO97_RS13095,gene-AUO97_RS13095,host,0.0517891172739152,0.0503605326997338,0.0465779345599027,0.0366115926106896,0.0474497149250734,0.0593242923422579
gene-AUO97_RS00915,gene-AUO97_RS00915,host,0.0319391097885241,0.0310580806851384,0.0287252968179227,0.0225789072584656,0.0292629365820337,0.0365861630007008
gene-AUO97_RS10115,holA,host,28.04302232023005,17.863949202319525,8.548039008535852,10.470249821337044,7.846457404428052,8.117360898249448
gene-AUO97_RS09915,iscX,host,46.15106023815499,36.19193506704752,11.15784850278268,9.004266015506625,2.8795603117216206,4.737089015389258
gene-AUO97_RS03135,gene-AUO97_RS03135,host,8.881375613480168,6.20236209666028,1.8307979992320964,1.9080866211497651,0.98088567152594,1.0881770195351324
gene-AUO97_RS10860,gene-AUO97_RS10860,host,27.117663321511795,26.69720519197744,15.602900206221532,13.978951491093044,4.104905125220182,2.508209442190908
gene-AUO97_RS07900,gshA,host,18.857736941963857,15.551064418796516,5.0596388305774225,4.602620100711907,2.683344525021358,2.437709609668373
gene-AUO97_RS11525,rpsL,host,1466.5741664732489,1172.295703258497,501.6532981735882,498.1103829288818,422.3351082370221,365.5259153753145
gene-AUO97_RS07390,tyrS,host,21.81518909285609,16.33617260485137,5.796289637471501,5.127939027316204,2.6435610032952104,2.5020128551355234
gene-AUO97_RS09290,lnt,host,36.76529354166504,25.67864192923774,8.760055469402637,7.096593972311253,4.706099226049495,3.979519164389699
gene-AUO97_RS11535,fusA,host,1091.2353430517026,893.8387120007499,370.6494343662752,355.47063058025896,290.65619022138327,262.828580873087
gene-AUO97_RS15265,gene-AUO97_RS15265,host,8.116243984896922,6.6948986955676455,1.359228817611708,1.7806547315199053,1.1795328124303608,0.9617726182760008
gene-AUO97_RS15380,gspJ,host,2.4154975466987656,2.440979324275133,0.3833722306084304,0.5692007432379868,0.2169709186744811,0.7052999200690673
gene-AUO97_RS15430,gene-AUO97_RS15430,host,141.2611848790228,109.27327455088638,56.29286999278216,50.92672532146929,31.211800186370024,28.20043450899107
gene-AUO97_RS14030,tssK,host,2.411437886956415,2.4396634324561166,0.9420003380664292,0.464926993636406,0.8703633423399184,0.2511177737388766
gene-AUO97_RS12260,gene-AUO97_RS12260,host,555.1825739962012,402.18991575327306,64.10462911061217,56.16630186896661,19.229590094822573,15.15513203248408
gene-AUO97_RS16380,gene-AUO97_RS16380,host,3.074269604889338,2.436792395760081,1.7426010482201384,1.5158394124733554,0.923112635815065,0.9173831128171084
gene-AUO97_RS04865,gmk,host,36.46792346553784,26.327047623057997,7.926677263341928,6.305213611229531,3.6265139264163264,4.050436683825215
gene-AUO97_RS10155,gene-AUO97_RS10155,host,3.866870353418496,3.351144235794551,0.8003245106132197,1.0865893106209057,0.6077719689818895,0.4262688568008669
gene-AUO97_RS15230,gene-AUO97_RS15230,host,11.24479616134118,8.380286956037201,2.9611770669397925,2.912642382271845,1.631931266887347,1.380830687667687
gene-AUO97_RS11695,gene-AUO97_RS11695,host,2.8377326327453583,2.130263133832444,0.4738595877912376,0.6207787137408844,0.3811015468961277,0.4976511529428114
gene-AUO97_RS09675,rpmB,host,1108.9885571995471,826.8396250673488,316.0637136648997,301.1966208399265,207.8405626992729,192.35939338997625
gene-AUO97_RS00100,gene-AUO97_RS00100,host,5.665497538196446,3.9811128573752272,1.3017489919913126,0.9062735275347578,0.8714458838104905,0.8053051326161739
