AXN58295.1	QXV83128.1
AXN58295.1	QXV83461.1
AXN58295.1	QXV84835.1
AXN58295.1	QXV85935.1
AXN58296.1	AXN58296.1
AXN58296.1	QXV78539.1
AXN58296.1	QXV85936.1
AXN58297.1	AXN58297.1
AXN58300.1	AXN58300.1
AXN58302.1	AXN58302.1
AXN58302.1	AYD82857.1
AXN58302.1	QXV75380.1
AXN58302.1	QXV75956.1
AXN58302.1	QXV78815.1
AXN58302.1	QXV79093.1
AXN58302.1	QXV83135.1
AXN58302.1	QXV83468.1
AXN58302.1	QXV84842.1
AXN58302.1	QXV85942.1
AXN58303.1	AXN58303.1
AXN58308.1	AXN58308.1
AXN58308.1	AYD82862.1
AXN58308.1	NP_049889.1
AXN58308.1	QXV75107.1
AXN58308.1	QXV75387.1
AXN58308.1	QXV75963.1
AXN58308.1	QXV76323.1
AXN58308.1	QXV76944.1
AXN58308.1	QXV78551.1
AXN58308.1	QXV78822.1
AXN58308.1	QXV79099.1
AXN58308.1	QXV82092.1
AXN58308.1	QXV83142.1
AXN58308.1	QXV83476.1
AXN58308.1	QXV84849.1
AXN58308.1	QXV85948.1
AXN58308.1	QXV81776.1
AYD82617.1	AYD82617.1
AYD82617.1	AXN58063.1
AYD82617.1	QXV75410.1
AYD82617.1	QXV76346.1
AYD82617.1	QXV75986.1
AYD82617.1	QXV83164.1
AYD82617.1	QXV79124.1
AYD82617.1	QXV78573.1
AYD82617.1	QXV83498.1
AYD82617.1	QXV84872.1
AYD82619.1	AYD82619.1
AYD82625.1	AYD82625.1
AYD82627.1	AYD82627.1
AYD82627.1	NP_049647.1
AYD82627.1	QXV82123.1
AYD82627.1	NP_417846.1
AYD82628.1	AYD82628.1
AYD82836.1	AYD82836.1
AYD82836.1	AXN58282.1
AYD82836.1	NP_049861.1
AYD82836.1	QXV75358.1
AYD82836.1	QXV75935.1
AYD82836.1	QXV76293.1
AYD82836.1	QXV78523.1
AYD82836.1	QXV78793.1
AYD82836.1	QXV79070.1
AYD82836.1	QXV82064.1
AYD82836.1	QXV83112.1
AYD82836.1	QXV83446.1
AYD82836.1	QXV84820.1
AYD82836.1	QXV85918.1
AYD82836.1	QXV75083.1
AYD82836.1	QXV76921.1
AYD82842.1	AYD82842.1
AYD82844.1	AYD82844.1
AYD82847.1	AYD82847.1
AYD82848.1	AYD82848.1
AYD82853.1	AYD82853.1
AYD82856.1	AYD82856.1
AYD82858.1	AYD82858.1
AYD82858.1	QXV75957.1
AYD82858.1	QXV78546.1
AYD82858.1	QXV78816.1
AYD82858.1	QXV83136.1
AYD82858.1	QXV84843.1
NP_040602.1	NP_040602.1
NP_040603.1	NP_040603.1
NP_040604.1	NP_040604.1
NP_040604.1	NP_416065.1
NP_040606.1	NP_040606.1
NP_040606.1	YP_007112562.1
NP_040607.1	NP_040607.1
NP_040607.1	YP_007112563.1
NP_040614.1	NP_040614.1
NP_040620.1	NP_040620.1
NP_040621.1	NP_040621.1
NP_040622.1	NP_040622.1
NP_040623.1	NP_040623.1
NP_040625.1	NP_040625.1
NP_040626.1	NP_040626.1
NP_040627.1	NP_040627.1
NP_040627.1	NP_414927.1
NP_040627.1	QXV83968.1
NP_040627.1	QXV78363.1
NP_040627.1	QXV81574.1
NP_040627.1	XPK41311.1
NP_040627.1	XPK41815.1
NP_040627.1	YP_006536.1
NP_040630.1	NP_040630.1
NP_040632.1	NP_040632.1
NP_040633.1	NP_040633.1
NP_040635.1	NP_040635.1
NP_040636.1	NP_040636.1
NP_040637.1	NP_040637.1
NP_040638.1	NP_040638.1
NP_040638.1	YP_007112594.1
NP_040643.1	NP_040643.1
NP_040646.1	NP_040646.1
NP_041955.1	NP_041955.1
NP_041956.1	NP_041956.1
NP_041957.1	NP_041957.1
NP_041961.1	NP_041961.1
NP_041961.1	QXV80638.1
NP_041961.1	XPK42538.1
NP_041965.1	NP_041965.1
NP_041968.1	NP_041968.1
NP_041972.1	NP_041972.1
NP_041972.1	QXV76818.1
NP_041972.1	QXV78415.1
NP_041972.1	QXV80649.1
NP_041972.1	QXV80874.1
NP_041972.1	XPK40414.1
NP_041972.1	XPK40873.1
NP_041972.1	XPK40925.1
NP_041972.1	XPK42548.1
NP_041972.1	NP_049755.1
NP_041972.1	AXN58178.1
NP_041972.1	AYD82745.1
NP_041972.1	QXV75261.1
NP_041972.1	QXV75535.1
NP_041972.1	QXV76116.1
NP_041972.1	QXV76467.1
NP_041972.1	QXV77098.1
NP_041972.1	QXV78693.1
NP_041972.1	QXV78974.1
NP_041972.1	QXV79250.1
NP_041972.1	QXV82238.1
NP_041972.1	QXV83288.1
NP_041972.1	QXV83630.1
NP_041972.1	QXV84991.1
NP_041972.1	QXV86099.1
NP_041976.1	NP_041976.1
NP_041978.1	NP_041978.1
NP_041979.1	NP_041979.1
NP_041979.1	QXV76822.1
NP_041979.1	QXV78419.1
NP_041979.1	QXV80653.1
NP_041979.1	QXV80877.1
NP_041979.1	XPK40417.1
NP_041979.1	XPK40928.1
NP_041979.1	XPK42552.1
NP_041983.1	NP_041983.1
NP_041983.1	QXV84384.1
NP_041984.1	NP_041984.1
NP_041989.1	NP_041989.1
NP_041991.1	NP_041991.1
NP_041993.1	NP_041993.1
NP_042007.1	NP_042007.1
NP_042008.1	NP_042008.1
NP_042011.1	NP_042011.1
NP_042012.1	NP_042012.1
NP_042013.1	NP_042013.1
NP_042013.1	QXV80631.1
NP_042013.1	QXV80856.1
NP_046757.1	NP_046757.1
NP_046759.1	NP_046759.1
NP_046761.1	NP_046761.1
NP_046761.1	NP_415732.1
NP_046762.1	NP_046762.1
NP_046763.1	NP_046763.1
NP_046763.1	XPK41239.1
NP_046764.1	NP_046764.1
NP_046764.1	XPK41272.1
NP_046766.1	NP_046766.1
NP_046767.1	NP_046767.1
NP_046769.1	NP_046769.1
NP_046770.1	NP_046770.1
NP_046773.1	NP_046773.1
NP_046773.1	XPK41229.1
NP_046774.1	NP_046774.1
NP_046774.1	XPK41230.1
NP_046774.1	NP_415671.1
NP_046777.1	NP_046777.1
NP_046780.1	NP_046780.1
NP_046781.1	NP_046781.1
NP_046781.1	XPK41236.1
NP_046788.1	NP_046788.1
NP_046789.1	NP_046789.1
NP_046790.1	NP_046790.1
NP_046791.1	NP_046791.1
NP_046792.1	NP_046792.1
NP_046793.1	NP_046793.1
NP_046793.1	NP_415324.1
NP_046794.1	NP_046794.1
NP_046795.1	NP_046795.1
NP_046797.1	NP_046797.1
NP_414679.1	NP_414679.1
NP_414679.1	NP_414678.1
NP_414679.1	NP_415067.1
NP_414679.1	NP_416836.1
NP_414679.1	NP_417611.1
NP_414679.1	NP_415462.1
NP_414679.1	NP_415063.4
NP_414679.1	NP_415463.2
NP_414679.1	NP_416021.1
NP_414679.1	NP_418738.1
NP_414679.1	NP_414680.4
NP_414679.1	NP_417515.1
NP_414679.1	NP_415247.1
NP_414679.1	NP_418735.2
NP_414679.1	NP_415458.2
NP_414679.1	NP_418734.1
NP_414679.1	NP_418739.1
NP_414679.1	NP_416020.1
NP_414679.1	NP_416614.1
NP_414679.1	NP_414683.1
NP_414679.1	NP_416841.1
NP_414679.1	NP_417686.1
NP_414679.1	NP_417681.1
NP_414679.1	NP_414827.1
NP_414679.1	NP_416713.1
NP_414679.1	NP_416837.1
NP_414679.1	NP_416838.1
NP_414684.1	NP_414684.1
NP_414686.3	NP_414686.3
NP_414686.3	NP_417843.1
NP_414687.1	NP_414687.1
NP_414690.4	NP_414690.4
NP_414690.4	NP_416969.1
NP_414697.1	NP_414697.1
NP_414697.1	NP_416801.2
NP_414697.1	NP_416890.1
NP_414697.1	NP_416109.2
NP_414697.1	NP_417560.1
NP_414697.1	NP_415986.1
NP_414697.1	NP_415741.1
NP_414697.1	NP_416269.4
NP_414697.1	NP_414609.1
NP_414697.1	NP_418239.1
NP_414697.1	NP_416894.1
NP_414697.1	NP_416666.1
NP_414697.1	NP_416669.1
NP_414697.1	NP_416749.4
NP_414697.1	NP_417564.2
NP_414697.1	NP_418776.1
NP_414697.1	NP_416947.1
NP_414697.1	NP_417985.1
NP_414697.1	NP_418501.1
NP_414697.1	NP_418123.2
NP_414697.1	NP_416743.1
NP_414697.1	NP_418122.1
NP_414697.1	NP_416283.1
NP_414697.1	NP_416289.1
NP_414697.1	NP_416342.4
NP_414697.1	NP_416581.1
NP_414697.1	NP_416868.1
NP_414697.1	NP_417171.1
NP_414697.1	NP_417691.4
NP_414697.1	NP_418210.1
NP_414697.1	NP_418310.1
NP_414697.1	NP_417255.1
NP_414697.1	NP_418129.2
NP_414697.1	NP_415363.1
NP_414697.1	NP_415571.1
NP_414697.1	NP_416113.1
NP_414697.1	NP_416687.1
NP_414697.1	NP_418757.1
NP_414697.1	YP_025306.1
NP_414697.1	NP_416893.1
NP_414697.1	NP_417082.1
NP_414697.1	NP_416488.1
NP_414697.1	NP_417980.1
NP_414697.1	NP_418535.1
NP_414697.1	YP_009518786.1
NP_414697.1	NP_417269.1
NP_414697.1	NP_417596.1
NP_414697.1	NP_416251.1
NP_414697.1	YP_009518825.1
NP_414697.1	NP_417281.1
NP_414697.1	NP_414961.4
NP_414697.1	NP_415418.1
NP_414697.1	NP_415583.4
NP_414697.1	NP_416675.1
NP_414697.1	NP_418003.1
NP_414697.1	NP_418115.1
NP_414697.1	NP_415012.1
NP_414697.1	NP_414875.1
NP_414697.1	NP_414887.2
NP_414697.1	NP_415123.1
NP_414697.1	NP_415366.1
NP_414697.1	NP_416825.1
NP_414697.1	NP_417930.2
NP_414697.1	NP_418752.1
NP_414697.1	NP_416045.1
NP_414697.1	NP_414930.3
NP_414697.1	NP_416051.1
NP_414697.1	NP_416174.1
NP_414697.1	NP_416305.1
NP_414697.1	NP_417312.1
NP_414697.1	NP_418118.2
NP_414697.1	YP_025293.1
NP_414697.1	NP_416133.1
NP_414697.1	NP_414804.1
NP_414697.1	NP_418114.4
NP_414697.1	NP_418313.4
NP_414697.1	NP_418544.2
NP_414697.1	YP_026275.1
NP_414697.1	NP_417031.1
NP_414697.1	NP_416206.6
NP_414697.1	NP_417950.1
NP_414697.1	NP_417461.1
NP_414697.1	NP_418166.1
NP_414697.1	NP_416205.1
NP_414697.1	NP_417823.1
NP_414697.1	NP_418699.4
NP_414697.1	NP_415237.1
NP_414697.1	NP_416151.1
NP_414697.1	NP_417953.1
NP_414697.1	NP_418554.1
NP_414697.1	NP_414877.1
NP_414697.1	NP_417439.4
NP_414697.1	NP_414967.1
NP_414697.1	NP_416601.1
NP_414697.1	NP_416901.1
NP_414697.1	NP_418146.4
NP_414697.1	NP_417251.2
NP_414697.1	NP_415261.2
NP_414697.1	NP_415497.1
NP_414697.1	NP_418444.1
NP_414700.1	NP_414700.1
NP_414700.1	NP_414694.1
NP_414700.1	NP_415124.1
NP_414700.1	NP_418710.4
NP_414700.1	NP_416371.4
NP_414700.1	NP_417830.4
NP_414700.1	NP_418755.4
NP_414700.1	NP_418617.1
NP_414700.1	NP_418038.1
NP_414700.1	NP_415797.1
NP_414700.1	NP_417690.1
NP_414700.1	NP_417845.1
NP_414700.1	NP_418509.1
NP_414700.1	YP_026238.1
NP_414700.1	NP_418721.1
NP_414700.1	NP_414676.1
NP_414700.1	NP_416287.1
NP_414700.1	NP_418354.1
NP_414700.1	NP_418798.1
NP_414700.1	NP_415149.4
NP_414700.1	NP_417628.2
NP_414700.1	NP_418381.1
NP_414700.1	NP_415346.4
NP_414700.1	YP_025309.2
NP_414702.1	NP_414702.1
NP_414704.4	NP_414704.4
NP_414705.1	NP_414705.1
NP_414708.1	NP_414708.1
NP_414709.1	NP_414709.1
NP_414710.1	NP_414710.1
NP_414711.1	NP_414711.1
NP_414712.1	NP_414712.1
NP_414713.1	NP_414713.1
NP_414714.1	NP_414714.1
NP_414716.1	NP_414716.1
NP_414716.1	NP_418723.1
NP_414718.1	NP_414718.1
NP_414719.1	NP_414719.1
NP_414720.1	NP_414720.1
NP_414721.1	NP_414721.1
NP_414723.1	NP_414723.1
NP_414728.1	NP_414728.1
NP_414728.1	NP_418555.1
NP_414728.1	NP_417440.4
NP_414728.1	NP_415220.1
NP_414728.1	NP_418541.2
NP_414729.4	NP_414729.4
NP_414729.4	NP_416168.1
NP_414729.4	NP_418531.1
NP_414731.2	NP_414731.2
NP_414731.2	NP_418593.1
NP_414732.1	NP_414732.1
NP_414733.1	NP_414733.1
NP_414735.4	NP_414735.4
NP_414736.1	NP_414736.1
NP_414737.1	NP_414737.1
NP_414738.1	NP_414738.1
NP_414739.1	NP_414739.1
NP_414739.1	NP_418117.1
NP_414747.1	NP_414747.1
NP_414755.1	NP_414755.1
NP_414756.2	NP_414756.2
NP_414757.1	NP_414757.1
NP_414757.1	NP_417618.1
NP_414757.1	QXV76992.1
NP_414757.1	QXV75158.1
NP_414758.1	NP_414758.1
NP_414759.1	NP_414759.1
NP_414760.1	NP_414760.1
NP_414760.1	YP_588458.1
NP_414762.1	NP_414762.1
NP_414763.1	NP_414763.1
NP_414766.1	NP_414766.1
NP_414766.1	NP_415702.1
NP_414767.1	NP_414767.1
NP_414768.1	NP_414768.1
NP_414774.1	NP_414774.1
NP_414774.1	NP_416625.1
NP_414774.1	YP_950503.1
NP_414774.1	QXV75823.1
NP_414774.1	XPK42844.1
NP_414777.1	NP_414777.1
NP_414779.1	NP_414779.1
NP_414782.1	NP_414782.1
NP_414783.1	NP_414783.1
NP_416396.1	NP_416396.1
NP_416397.1	NP_416397.1
NP_416397.1	NP_416331.1
NP_416397.1	NP_417010.1
NP_416397.1	NP_415257.1
NP_416397.1	NP_417249.4
NP_416397.1	NP_414584.1
NP_416397.1	NP_416213.1
NP_416397.1	NP_417401.1
NP_416397.1	QXV75053.1
NP_416397.1	QXV76892.1
NP_416397.1	NP_416219.1
NP_416397.1	NP_415275.1
NP_416397.1	NP_417092.1
NP_416397.1	NP_418425.1
NP_416397.1	QXV83783.1
NP_416397.1	QXV78175.1
NP_416397.1	QXV81392.1
NP_416397.1	QXV78176.1
NP_416397.1	QXV81393.1
NP_416397.1	QXV83784.1
NP_416401.1	NP_416401.1
NP_416402.2	NP_416402.2
NP_416402.2	YP_010283911.1
NP_416403.1	NP_416403.1
NP_416405.1	NP_416405.1
NP_416406.4	NP_416406.4
NP_416411.1	NP_416411.1
NP_416411.1	NP_415287.1
NP_416411.1	NP_414980.2
NP_416411.1	NP_415365.4
NP_416411.1	NP_415343.1
NP_416411.1	YP_026267.1
NP_416411.1	NP_416464.1
NP_416411.1	NP_418152.1
NP_416416.2	NP_416416.2
NP_416418.1	NP_416418.1
NP_416418.1	NP_416415.1
NP_416418.1	NP_415333.1
NP_416418.1	XPK43098.1
NP_416418.1	XPK40215.1
NP_416418.1	XPK40323.1
NP_416418.1	XPK41599.1
NP_416418.1	XPK41884.1
NP_416418.1	XPK42007.1
NP_416418.1	XPK42274.1
NP_416418.1	XPK42720.1
NP_416418.1	XPK43303.1
NP_416418.1	NP_415774.1
NP_416418.1	NP_417795.1
NP_416418.1	NP_415773.1
NP_416419.1	NP_416419.1
NP_416425.1	NP_416425.1
NP_416426.1	NP_416426.1
NP_416429.4	NP_416429.4
NP_416429.4	NP_414570.1
NP_416429.4	NP_416909.1
NP_416429.4	NP_415777.1
NP_416429.4	NP_416916.1
NP_416429.4	NP_417587.1
NP_416429.4	NP_417314.1
NP_416429.4	NP_416656.1
NP_416429.4	NP_417194.2
NP_416429.4	NP_418369.1
NP_416429.4	NP_415836.1
NP_416429.4	NP_416137.1
NP_416429.4	NP_416175.1
NP_416429.4	NP_418209.1
NP_416429.4	NP_418662.1
NP_416429.4	NP_418685.1
NP_416429.4	NP_414622.1
NP_416429.4	NP_414879.3
NP_416429.4	YP_026222.1
NP_416431.2	NP_416431.2
NP_416432.3	NP_416432.3
NP_416432.3	NP_417918.1
NP_416432.3	NP_417221.1
NP_416435.1	NP_416435.1
NP_416436.1	NP_416436.1
NP_416437.1	NP_416437.1
NP_416437.1	NP_415825.4
NP_416438.1	NP_416438.1
NP_416447.1	NP_416447.1
NP_416449.1	NP_416449.1
NP_416450.2	NP_416450.2
NP_416451.1	NP_416451.1
NP_416451.1	NP_418188.1
NP_416451.1	NP_418190.1
NP_416451.1	NP_418230.1
NP_416452.1	NP_416452.1
NP_416453.1	NP_416453.1
NP_416454.1	NP_416454.1
NP_416455.1	NP_416455.1
NP_416456.1	NP_416456.1
NP_416457.4	NP_416457.4
NP_416459.1	NP_416459.1
NP_416460.1	NP_416460.1
NP_416463.4	NP_416463.4
NP_416465.2	NP_416465.2
NP_416465.2	NP_416299.1
NP_416465.2	NP_415544.1
NP_416465.2	NP_416300.2
NP_416469.1	NP_416469.1
NP_416470.1	NP_416470.1
NP_416471.1	NP_416471.1
NP_416472.3	NP_416472.3
NP_416476.1	NP_416476.1
NP_416479.1	NP_416479.1
NP_416480.1	NP_416480.1
NP_416481.1	NP_416481.1
NP_416482.1	NP_416482.1
NP_416483.4	NP_416483.4
NP_416483.4	NP_415575.1
NP_416483.4	NP_415935.2
NP_416484.2	NP_416484.2
NP_416489.1	NP_416489.1
NP_416490.1	NP_416490.1
NP_416490.1	NP_416378.1
NP_416494.1	NP_416494.1
NP_416494.1	NP_415340.1
NP_416494.1	NP_415631.1
NP_416494.1	NP_416193.1
NP_416495.1	NP_416495.1
NP_416496.1	NP_416496.1
NP_416496.1	NP_414717.2
NP_416496.1	NP_415927.1
NP_416497.1	NP_416497.1
NP_416505.2	NP_416505.2
NP_416506.1	NP_416506.1
NP_416506.1	NP_414781.1
NP_416506.1	NP_417131.1
NP_416508.1	NP_416508.1
NP_416512.1	NP_416512.1
NP_416729.1	NP_416729.1
NP_416730.1	NP_416730.1
NP_416733.4	NP_416733.4
NP_416739.1	NP_416739.1
NP_416742.1	NP_416742.1
NP_416745.1	NP_416745.1
NP_416746.1	NP_416746.1
NP_416746.1	YP_026190.1
NP_416752.1	NP_416752.1
NP_416752.1	NP_418096.4
NP_416755.1	NP_416755.1
NP_416758.1	NP_416758.1
NP_416762.2	NP_416762.2
NP_416764.1	NP_416764.1
NP_416764.1	NP_415841.4
NP_416765.1	NP_416765.1
NP_416765.1	NP_414578.2
NP_416765.1	NP_415911.1
NP_416765.1	NP_415912.1
NP_416765.1	NP_417394.4
NP_416769.1	NP_416769.1
NP_416772.1	NP_416772.1
NP_416772.1	NP_417091.1
NP_416773.1	NP_416773.1
NP_416775.1	NP_416775.1
NP_416776.1	NP_416776.1
NP_416777.2	NP_416777.2
NP_416778.2	NP_416778.2
NP_416782.1	NP_416782.1
NP_416783.1	NP_416783.1
NP_416784.1	NP_416784.1
NP_416786.4	NP_416786.4
NP_416787.1	NP_416787.1
NP_416788.1	NP_416788.1
NP_416789.2	NP_416789.2
NP_416789.2	NP_416982.1
NP_416789.2	NP_417201.1
NP_416790.1	NP_416790.1
NP_416791.3	NP_416791.3
NP_416794.1	NP_416794.1
NP_416796.2	NP_416796.2
NP_416796.2	NP_417175.1
NP_416796.2	NP_418171.1
NP_416796.2	NP_417844.1
NP_416796.2	NP_418257.1
NP_416796.2	NP_416241.1
NP_416796.2	NP_414742.1
NP_416796.2	NP_415833.1
NP_416796.2	NP_418321.4
NP_416796.2	QXV78199.1
NP_416796.2	QXV81416.1
NP_416796.2	QXV83807.1
NP_416796.2	NP_415201.1
NP_416796.2	NP_417055.4
NP_416796.2	NP_417858.4
NP_416797.2	NP_416797.2
NP_416798.1	NP_416798.1
NP_416802.1	NP_416802.1
NP_416802.1	NP_417365.1
NP_416802.1	NP_417506.1
NP_416802.1	NP_416962.1
NP_416802.1	NP_417856.1
NP_416806.1	NP_416806.1
NP_416806.1	NP_417530.2
NP_416814.1	NP_416814.1
NP_416814.1	NP_415172.1
NP_416816.1	NP_416816.1
NP_416817.2	NP_416817.2
NP_416819.1	NP_416819.1
NP_416821.1	NP_416821.1
NP_416821.1	NP_414600.1
NP_416821.1	NP_417271.1
NP_416821.1	NP_415653.4
NP_416821.1	NP_416688.1
NP_416822.1	NP_416822.1
NP_416822.1	NP_414885.1
NP_416822.1	NP_416293.1
NP_416822.1	NP_417402.1
NP_416822.1	NP_417891.1
NP_416822.1	NP_418393.1
NP_416822.1	NP_414637.1
NP_416823.1	NP_416823.1
NP_416824.1	NP_416824.1
NP_416827.4	NP_416827.4
NP_416828.1	NP_416828.1
NP_416829.1	NP_416829.1
QXV80308.1	QXV80308.1
QXV80315.1	QXV80315.1
QXV80316.1	QXV80316.1
QXV80318.1	QXV80318.1
QXV80319.1	QXV80319.1
QXV80326.1	QXV80326.1
QXV80328.1	QXV80328.1
QXV80330.1	QXV80330.1
QXV80331.1	QXV80331.1
QXV80331.1	QXV79761.1
QXV80332.1	QXV80332.1
QXV80333.1	QXV80333.1
QXV80334.1	QXV80334.1
QXV80334.1	QXV84712.1
QXV80334.1	QXV85398.1
QXV80338.1	QXV80338.1
QXV80338.1	QXV84716.1
QXV80340.1	QXV80340.1
QXV80346.1	QXV80346.1
QXV80346.1	QXV76612.1
QXV80346.1	QXV75596.1
QXV80346.1	QXV77513.1
QXV80346.1	QXV77739.1
QXV80346.1	QXV77948.1
QXV80346.1	QXV79832.1
QXV80346.1	QXV80946.1
QXV80346.1	QXV81169.1
QXV80346.1	QXV82567.1
QXV80346.1	QXV82786.1
QXV80346.1	QXV84125.1
QXV80346.1	QXV85556.1
QXV80348.1	QXV80348.1
QXV80348.1	QXV80175.1
QXV80350.1	QXV80350.1
QXV80351.1	QXV80351.1
QXV80353.1	QXV80353.1
QXV80353.1	QXV77375.1
QXV80353.1	YP_006985.1
QXV80353.1	QXV79786.1
QXV80353.1	QXV84460.1
QXV80353.1	QXV80535.1
QXV80353.1	QXV85240.1
QXV80353.1	QXV76141.1
QXV80353.1	QXV80181.1
QXV80353.1	QXV85422.1
QXV80353.1	QXV84736.1
QXV80374.1	QXV80374.1
QXV80374.1	QXV85446.1
QXV80383.1	QXV80383.1
QXV80398.1	QXV80398.1
QXV80398.1	QXV77251.1
QXV80398.1	QXV79651.1
QXV80398.1	QXV80059.1
QXV80398.1	QXV80226.1
QXV80398.1	QXV84350.1
QXV80398.1	QXV84600.1
QXV80398.1	QXV85114.1
QXV80398.1	QXV85286.1
QXV80398.1	YP_006939.1
QXV82408.1	QXV82408.1
QXV82410.1	QXV82410.1
QXV82410.1	QXV84528.1
QXV82410.1	QXV85811.1
QXV82414.1	QXV82414.1
QXV82415.1	QXV82415.1
QXV82417.1	QXV82417.1
QXV82418.1	QXV82418.1
QXV82419.1	QXV82419.1
QXV82420.1	QXV82420.1
QXV82422.1	QXV82422.1
QXV82425.1	QXV82425.1
QXV82436.1	QXV82436.1
QXV82437.1	QXV82437.1
QXV82444.1	QXV82444.1
QXV82444.1	QXV76489.1
QXV82444.1	QXV83652.1
QXV82444.1	QXV84006.1
QXV82444.1	QXV79364.1
QXV82469.1	QXV82469.1
QXV82469.1	QXV76514.1
QXV82469.1	QXV79390.1
QXV82469.1	QXV84033.1
QXV82469.1	NP_416689.1
QXV82469.1	QXV76173.1
QXV82469.1	QXV80803.1
QXV82469.1	QXV81868.1
QXV82469.1	QXV77409.1
QXV82469.1	QXV79305.1
QXV82469.1	QXV77152.1
QXV82469.1	QXV80569.1
