geneID,symbol,entity,0,5,10,15
gene-PA1323,gene-PA1323,host,1,0.8206385974219262,0.2554132882938691,0.0603055327199143
gene-PA5365,phoU,host,1,0.5500330838189114,0.1139946864800912,0.0698267778481945
gene-PA3707,gene-PA3707,host,1,0.6054071344034367,0.0847529226391419,0.030757325793696
gene-PA0572,gene-PA0572,host,0.9461034520348388,1,0.2345829992465382,0.0583380862873512
gene-PA1054,gene-PA1054,host,1,0.8081076077552999,0.1509924367334366,0.0558871947780595
gene-PA5248,gene-PA5248,host,1,0.407368747897857,0.0474819177318001,0.0239582470075697
gene-PA2317,gene-PA2317,host,0.8246155040423311,1,0.0938509535967338,0.0740196626595513
gene-PA2150,gene-PA2150,host,0.9891492387468798,1,0.114617099871011,0.1939372612399567
gene-PA3182,pgl,host,0.961948140256421,1,0.0517510620536338,0.0152553744984867
gene-PA4754,gene-PA4754,host,1,0.7362963081591335,0.1285644566162821,0.0472607584005429
gene-PA0609,trpE,host,1,0.5586730327245283,0.1167590983443239,0.0507891244082121
gene-PA2596,gene-PA2596,host,1,0.7268455414655518,0.1191408547775493,0.1432252014282686
gene-PA3710,gene-PA3710,host,1,0.436861303229092,0.0585389467928507,0.0196668394201965
gene-PA4141,gene-PA4141,host,1,0.8243984192080556,0.239589931417026,0.0828015091217223
gene-PA1417,gene-PA1417,host,0.3622097896666097,1,0.0815797755624072,0.0145883167653346
gene-PA4870,gene-PA4870,host,0.8471807604469783,1,0.3610928340254071,0.0392472647668986
gene-PPLUZ19_gp40,gp40,phage,0.000052738854638688685,0.0126790669407143,0.0029951674691989,1
gene-PA5090,gene-PA5090,host,1,0.8055545044260783,0.101218040486667,0.0436133004990891
gene-PA3126,ibpA,host,1,0.3988993769768649,0.1920424873070396,0.1301914062103384
gene-PA4593,gene-PA4593,host,1,0.5166968762858432,0.1069218760078406,0.029712483675724
gene-PA4491,gene-PA4491,host,1,0.925349802992966,0.2571400732592614,0.0925401580561342
gene-PA1069,gene-PA1069,host,1,0.5778800771321575,0.1286715330480373,0.0638146126479382
gene-PA2212,gene-PA2212,host,1,0.8694555534417016,0.2433902964431926,0.106727098386618
gene-PA0260,gene-PA0260,host,1,0.770597414248029,0.0960576834345854,0.0415196510707673
gene-PA1397,gene-PA1397,host,1,0.4035198492850016,0.0771282136847645,0.0313473819906512
gene-PA0341,lgt,host,1,0.6129222900970118,0.1531257255092002,0.083827484687485
gene-PA4537,gene-PA4537,host,1,0.6719970034794231,0.125232074027322,0.0903286570907981
gene-PA1293,gene-PA1293,host,1,0.6340335326909258,0.1446575574898782,0.0577320421310863
gene-PA0091,vgrG1,host,1,0.9797902954816724,0.1420826168047717,0.0905034070976123
gene-PA0063,gene-PA0063,host,1,0.4296778315876217,0.1075043015648463,0.0581809541134945
gene-PPLUZ19_gp27,gp27,phage,0.00002639607459575185,0.0044179690910688,0.0446749082873589,1
gene-PA4719,gene-PA4719,host,0.6246099454980869,1,0.223727286596084,0.1848657735810097
gene-PA4739,gene-PA4739,host,1,0.6117542891638448,0.1378827353411945,0.0658840253711457
gene-PA2695,gene-PA2695,host,1,0.6521247007899296,0.1400148392818718,0.0789704575606894
gene-PA0347,glpQ,host,1,0.8465960297686922,0.1550246593088418,0.024370702857191
gene-PA2901,gene-PA2901,host,1,0.7440835782018711,0.1737238389928157,0.0743618849584284
gene-PA5135,gene-PA5135,host,1,0.5317137465476348,0.0776255993486384,0.0258405120616634
gene-PA3061,pelD,host,0.6123694902995266,1,0.1352326293487552,0.0665366934455912
gene-PA3073,gene-PA3073,host,1,0.7698391048663527,0.112158039417335,0.0860641529412301
gene-PA1095,gene-PA1095,host,1,0.5709539495017971,0.0567212300482967,0.0236187879074111
gene-PA2949,gene-PA2949,host,1,0.8387273982743321,0.1954629209466107,0.063468237644294
gene-PA0367a,gene-PA0367a,host,1,0.4236741568527024,0.0607449541917617,0.0322335793736564
gene-PA3173,gene-PA3173,host,1,0.9593921457070568,0.166448611049271,0.0811632196734841
gene-PA3460,gene-PA3460,host,1,0.3364354592871432,0.1128901681535911,0.0484025810132409
gene-PA4372,gene-PA4372,host,1,0.6586960860139678,0.0505810404474535,0.0106016371557261
gene-PA2954,gene-PA2954,host,1,0.4261302437398777,0.1178875723887805,0.0864885853096902
gene-PA0442,gene-PA0442,host,0.6266626124934827,1,0.4355468702626316,0.3846238421484543
gene-PA0032,gene-PA0032,host,1,0.2895112847468924,0.1104854201504039,0.0391526673672017
gene-PA3708,wspA,host,1,0.5071185616367645,0.0885442808326166,0.0323534520322361
gene-PA0062,gene-PA0062,host,1,0.9286864307486096,0.2080600978636081,0.1856593080525613
gene-PA1788,gene-PA1788,host,1,0.7021853510872388,0.1585993187122067,0.0472571294175414
gene-PA5140,hisF1,host,1,0.7359014140209482,0.1041076077680334,0.0432519419473377
gene-PA1255,gene-PA1255,host,1,0.5589186653164603,0.183102469235281,0.0792003988930549
gene-PA5560,atpB,host,1,0.8443325370012398,0.2350394620885407,0.1279572516362076
gene-PA1444,fliN,host,1,0.590849448807802,0.093204764640496,0.0543657447507722
gene-PA3915,moaB1,host,0.7875393377355752,1,0.4281133276497295,0.1425067442083228
gene-PA2268,gene-PA2268,host,1,0.5029650588043683,0.1345129248787548,0.1913299306000456
gene-PA3419,gene-PA3419,host,1,0.4268227507274803,0.1007200885092525,0.0859579890714995
gene-PA5074,gene-PA5074,host,1,0.6268672651069405,0.1368982463972571,0.0609121330428706
gene-PA1102,fliG,host,1,0.7145239895702776,0.0788785935468084,0.0221440169460487
gene-PA3264,gene-PA3264,host,0.9923817684563576,1,0.12772547722389,0.0859118140675883
gene-PA2800,gene-PA2800,host,1,0.978852721829076,0.1783881406267691,0.1054529337181382
gene-PA0944,purN,host,0.8820921286399314,1,0.2549044938210461,0.1346126933822617
gene-PA4822,gene-PA4822,host,1,0.9658745784946516,0.2702896627897765,0.2019851618442538
gene-PPLUZ19_gp10,gp10,phage,0.00005882535881411161,0.0427671704789278,1,0.6232797051451592
gene-PA3309,gene-PA3309,host,1,0.4361282570483249,0.0702375298379893,0.0566405838352086
gene-PA0076,gene-PA0076,host,1,0.8121442924994526,0.1509739596098667,0.0991001711424217
gene-PA5407,gene-PA5407,host,1,0.5530568067837289,0.119630512077737,0.1106951164022114
gene-PA5483,algB,host,1,0.6036184729924641,0.039155770343184,0.0910631178360755
gene-PA5405,gene-PA5405,host,1,0.7063406444732445,0.1560758149944346,0.1603909646669923
gene-PA5311,gene-PA5311,host,0.6428894249753395,1,0.1128320497592091,0.0672783920217107
gene-PA0523,norC,host,1,0.9209853716025536,0.4285775990781809,0.1227530841892867
gene-PA4842,gene-PA4842,host,1,0.4364189168724049,0.0981685478961126,0.0484251093415104
gene-PA0856,gene-PA0856,host,0.9431012124710356,1,0.1521065594129154,0.0571960098818192
gene-PA1165,pcpS,host,1,0.720971378265208,0.0920483184041076,0.0311499746427473
gene-PA0905.2,gene-PA0905.2,host,1,0.9194908414410736,0.375054139936003,0.1293797679846343
gene-PA2973,gene-PA2973,host,1,0.9031701661359628,0.1271948896840352,0.0335230229289809
gene-PA3456,gene-PA3456,host,1,0.8859906274002418,0.1201307891879264,0.0732312492189522
gene-PA1601,gene-PA1601,host,1,0.8989252557990118,0.1512310465466333,0.0471031004052026
gene-PA3557,arnE,host,1,0.5470538936500591,0.1635172525619624,0.1443992328541296
gene-PA4946,mutL,host,1,0.606163522294688,0.0944459382162334,0.0474024153631733
gene-PA3248,gene-PA3248,host,1,0.4816818847495553,0.0734526738256114,0.0439215678129421
gene-PA4931,dnaB,host,0.9983173166755692,1,0.228090394724305,0.0913546575475151
gene-PA3005,nagZ,host,1,0.5097574703982735,0.0961652337922074,0.0470597818421998
gene-PA4602,glyA3,host,0.6308477883749731,1,0.3625450523002165,0.2112549291113282
gene-PA1567,gene-PA1567,host,1,0.3667865323708663,0.2458461243722731,0.0522695545476327
gene-PA4973,thiC,host,1,0.9207856968269438,0.150579763195825,0.0457793419284782
gene-PA5061,gene-PA5061,host,1,0.4916594854131759,0.0934345578358898,0.0245511405985704
gene-PA0373,ftsY,host,1,0.9725954244027568,0.1377157290104082,0.0517187969609583
gene-PA0463,creB,host,1,0.8237707403453548,0.1142827976001325,0.1455319536834802
gene-PA0916,gene-PA0916,host,0.9195038288922364,1,0.6468305608509604,0.4271155079161374
gene-PA4724,gene-PA4724,host,0.5487371868903929,1,0.046838801256119,0.014641847063795
gene-PA2406,gene-PA2406,host,1,0.9910512924315246,0.0489816904457363,0.0205870519016383
gene-PA4740,pnp,host,0.5655001025586965,1,0.2678413525788922,0.0697534598949204
gene-PA0502,gene-PA0502,host,0.9272531392651407,1,0.0914025837578861,0.0301714465926932
gene-PA5351,rubA1,host,1,0.604755720973004,0.2752397627165981,0.1170204925183906
gene-PA0129,gabP,host,1,0.807867525875716,0.1924820270987192,0.1158126218227576
gene-PA2620,clpA,host,1,0.4972349119966331,0.0761279520558279,0.0320552556661539
gene-PA2412,gene-PA2412,host,1,0.8037328871695092,0.1298869766348229,0.0436834297684544
gene-PA4682,gene-PA4682,host,1,0.3909929401038408,0.2474901640906917,0.149446342669535
gene-PA5179,gene-PA5179,host,1,0.5855440880759616,0.1984867711164248,0.0538162083522832
gene-PA0966,ruvA,host,1,0.8583447765417122,0.1334013393704404,0.0514981828624117
gene-PA1529,lig,host,0.6167805390044269,1,0.1325019848589003,0.0598100094901282
gene-PA3467,gene-PA3467,host,1,0.6671755408754828,0.1085032710549196,0.1553873930329695
gene-PA3590,gene-PA3590,host,1,0.2971916651449897,0.0714473709265416,0.0916217056069946
gene-PA3731,gene-PA3731,host,1,0.3387813861958461,0.0776751094990765,0.0434730350384126
gene-PA4425,gene-PA4425,host,0.9339600786722916,1,0.2136717742017702,0.0890226644183011
gene-PA3134,gltX,host,1,0.7299358441984605,0.1796567490623943,0.0815782997642715
gene-PA4433,rplM,host,0.3009328406830472,1,0.1222431723543177,0.059484499385627
gene-PA4797,gene-PA4797,host,1,0.5192249724097615,0.1018301712493537,0.0545597456220806
gene-PA2244,pslN,host,1,0.538744246571712,0.2263494274340331,0.0846591507902078
gene-PA4036,gene-PA4036,host,1,0.4084528374247504,0.1168665607521847,0.0426461813648229
gene-PA4610,gene-PA4610,host,1,0.3551346766313153,0.2398039809601743,0.0430698200306233
gene-PA1216,gene-PA1216,host,0.4938013629961821,1,0.6866709526665932,0.1212774275921707
gene-PA0583,gene-PA0583,host,1,0.8851387705580996,0.2660061999993964,0.0957997972704923
gene-PA3361,lecB,host,1,0.5954104752237297,0.0845331975880145,0.0913664329249573
gene-PA0239,gene-PA0239,host,1,0.7975538000601398,0.1004787913274153,0.1528501289735642
gene-PA1791,gene-PA1791,host,0.9785691963296794,1,0.5490843824843233,0.3580463087383828
gene-PA5361,phoR,host,1,0.6133571590420842,0.2344104756550245,0.2219730975853654
gene-PA2319,gene-PA2319,host,1,0.6458273253703907,0.135045700491569,0.0457265849433159
gene-PA2455,gene-PA2455,host,1,0.5464906110834501,0.0957399245856878,0.0341026507480848
gene-PA5482,gene-PA5482,host,1,0.3333779089947187,0.1167066855113357,0.0741675236733732
gene-PA4349,gene-PA4349,host,1,0.2410252538115511,0.0789452214626304,0.037779466436827
gene-PA3969,gene-PA3969,host,1,0.4439204874626844,0.087615827517072,0.0434089238076201
gene-PA3782,gene-PA3782,host,1,0.5810549247995103,0.1745393022384307,0.0543704412970068
gene-PA2612,serS,host,0.7086688293884221,1,0.1205892930820492,0.0393655913465366
gene-PA3392,nosZ,host,0.9382406567441824,1,0.2706005228120228,0.1558879239670914
gene-PA4308,gene-PA4308,host,1,0.4160720419255196,0.0855212167004721,0.0573518176353213
gene-PA0089,gene-PA0089,host,0.8426643653157803,1,0.1632090935828584,0.0877321993778451
gene-PPLUZ19_gp6,gp6,phage,0.00004454399554646246,0.3855039295899597,1,0.2502312808288752
gene-PA3653,frr,host,1,0.5375304775332277,0.1904482536151592,0.1054295832339878
gene-PA3082,gbt,host,0.615903662985955,1,0.1879357480071427,0.0440354702295784
gene-PA5331,pyrE,host,1,0.6273441547274213,0.1551964783066659,0.0553626293865284
gene-PA0307,gene-PA0307,host,1,0.5098331046371972,0.1759337090732518,0.0476941556083308
gene-PA0537,gene-PA0537,host,1,0.961478073990898,0.1592834104685067,0.0510437821051669
gene-PA4077,gene-PA4077,host,1,0.6627379864499612,0.5452540772864103,0.1247792272738705
gene-PA1340,gene-PA1340,host,0.651878442015425,1,0.0953625288693762,0.033459504005496
gene-PA4945,miaA,host,0.7705751802840715,1,0.186763104543559,0.0591887172510971
gene-PA5105,hutC,host,1,0.464074384523372,0.1528563740564671,0.0672708500564444
gene-PA2753,gene-PA2753,host,1,0.5015251785757615,0.2149180018362219,0.0914876362524827
gene-PA3685,gene-PA3685,host,0.8889991377392765,1,0.2372410149738219,0.1096063229207277
gene-PA3713,spdH,host,1,0.520578907482287,0.2784346193793058,0.0676719835780702
gene-PA4559,lspA,host,0.8375635294503088,1,0.1599012191658497,0.0738933650246492
gene-PA5305,gene-PA5305,host,1,0.448560016882852,0.1159360711723468,0.0391614194478317
gene-PA5557,atpH,host,1,0.9212610258622604,0.1309847490421715,0.0626141489495482
gene-PA2205,gene-PA2205,host,1,0.4245693955666552,0.1013539553207913,0.089503909622675
gene-PA2636,gene-PA2636,host,0.8121047520503705,1,0.2623904742092007,0.108620511430341
gene-PA5403,gene-PA5403,host,1,0.2146437514447137,0.1924743992679661,0.0534866452008836
gene-PA1313,gene-PA1313,host,1,0.5449985126874893,0.1579468177013125,0.1045598178874321
gene-PA1257,gene-PA1257,host,1,0.7653633350086231,0.3072884464238485,0.2180173435449223
gene-PA4280.3,gene-PA4280.3,host,1,0.7286370486621898,0.4656634722782395,0.2587291174743665
gene-PA2054,cynR,host,1,0.5720122117964511,0.1435459849862031,0.043724528012096
gene-PA4795,gene-PA4795,host,1,0.6165699747689896,0.0189115404880452,0.0167004514555964
gene-PA1002,phnB,host,1,0.7051672122747537,0.0820487398705685,0.024875940481617
gene-PA3364,amiC,host,1,0.7669003760773666,0.0828573016679612,0.0303821375430415
gene-PA5064,gene-PA5064,host,1,0.7833868595063472,0.1494368868780027,0.0847243778684896
gene-PA5112,estA,host,0.9467475287410456,1,0.0973410593789377,0.0369475164394163
gene-PA5442,gene-PA5442,host,1,0.6974733671132489,0.0570924337131183,0.0446139173056213
gene-PA5325,gene-PA5325,host,1,0.381421696307278,0.1074260344833031,0.0348811468528424
gene-PA3794,gene-PA3794,host,1,0.6117634097427107,0.1490571572626587,0.0672353385968465
gene-PA2741,rplT,host,0.9783325780912318,1,0.3391506159724921,0.1523887647535387
gene-PA4352,gene-PA4352,host,1,0.5498166294033143,0.1365342278200865,0.0490182254527647
gene-PA0871,phhB,host,0.6596721753358037,1,0.0585281448398128,0.0148968283393367
gene-PA1743,gene-PA1743,host,1,0.6187648307103549,0.1944496207089626,0.0876807744209191
gene-PA4260,rplB,host,0.904398940023908,1,0.4011461640271962,0.1467076664096759
gene-PA5202,gene-PA5202,host,1,0.6509411872852501,0.2190931268926773,0.0984183694606078
gene-PA0594,surA,host,1,0.9199839639275684,0.1662097304290363,0.0718247936595313
gene-PA0182,gene-PA0182,host,1,0.6140273157166104,0.1617990519144191,0.036095769040179
gene-PA0567,gene-PA0567,host,1,0.5266920171462592,0.0626241231677149,0.05958444214853
gene-PA3139,gene-PA3139,host,0.4589516315638844,1,0.2648524720579081,0.0969756840943335
gene-PA2040,gene-PA2040,host,0.5116515333224229,1,0.1544060264122898,0.0200025313009047
gene-PA2867,gene-PA2867,host,1,0.5625153383057528,0.0579884091534257,0.0489288720887627
gene-PA2602,gene-PA2602,host,1,0.4459780373338552,0.0457535834273733,0.0842560452411242
gene-PA5230,gene-PA5230,host,1,0.8039771950661181,0.0969186013760617,0.0794748995074852
gene-PA2640,nuoE,host,0.2329912213492976,1,0.2631375906910795,0.1129965804046233
gene-PA3074,gene-PA3074,host,1,0.6407612241917744,0.1496923248349152,0.0657678524246738
gene-PA2608,gene-PA2608,host,1,0.5312946417377519,0.113216748508621,0.0461431555277027
gene-PA2675,gene-PA2675,host,1,0.9034217952281084,0.1267193550387604,0.1437992816598212
gene-PA4710,phuR,host,0.3456638489871637,0.0307141293813447,1,0.0061909539580769
gene-PA4411,murC,host,1,0.8749393643318479,0.0803349629765878,0.0242345580637271
gene-PA4109,ampR,host,1,0.5198769795522755,0.1230968623404238,0.067184433143003
gene-PA0386,gene-PA0386,host,0.9602900361179124,1,0.1753527952575909,0.1356729339379749
gene-PA0110,gene-PA0110,host,1,0.3966334416094518,0.0988248166637354,0.0515054758221468
gene-PA1673,gene-PA1673,host,1,0.538951513718522,0.1336510647505177,0.0369789063583724
gene-PA2961,holB,host,0.8110801190815093,1,0.1369250009647328,0.054470499281222
gene-PA4576,gene-PA4576,host,1,0.5023693502736536,0.084121660944143,0.0266725046933133
gene-PA1004,nadA,host,1,0.780079430514579,0.2072132510361744,0.1045406863531718
gene-PA3932,gene-PA3932,host,1,0.7598572013163533,0.136274543358858,0.098293481066055
gene-PA3650,dxr,host,1,0.5313086200914252,0.1591630632289556,0.0656538240997669
gene-PA1678,gene-PA1678,host,0.9515825469983072,1,0.2227732768993413,0.1454775836617754
gene-PA1509,gene-PA1509,host,1,0.9954597031490152,0.094672943568123,0.0380424376103483
gene-PA2341,gene-PA2341,host,1,0.6248821050734794,0.2594566648198784,0.068210618605826
gene-PA3041,gene-PA3041,host,1,0.677035420127309,0.1883914138401872,0.0535788759006055
gene-PA1736,gene-PA1736,host,1,0.3052196901902773,0.0592737078476778,0.0393714986117664
gene-PA0948,gene-PA0948,host,1,0.7745272660075156,0.1415269951816621,0.0493630286465393
gene-PA0729.1,gene-PA0729.1,host,0.8613522429225018,1,0.1468938742462139,0.0741118702864612
gene-PA3077,gene-PA3077,host,0.5774797220955983,1,0.1568119994425761,0.0736684786128225
gene-PA2843,gene-PA2843,host,1,0.7375448780106195,0.1410537086627845,0.1252566280455243
gene-PA0126,gene-PA0126,host,1,0.7122271349650541,0.3755746739279816,0.3122883862584136
gene-PA0132,gene-PA0132,host,0.9760459322362004,1,0.2847308021593238,0.0512368360007259
gene-PA4675,gene-PA4675,host,1,0.5549598569054512,0.0740985094398812,0.0787734330072521
gene-PA3468,gene-PA3468,host,1,0.6329593761918517,0.0795169272358079,0.0413119505417985
gene-PA5149,gene-PA5149,host,1,0.6225188903671942,0.0480805516471085,0.028411175325743
gene-PA3431,gene-PA3431,host,1,0.7762596495846791,0.238255808613197,0.2746461946067458
gene-PA3356,gene-PA3356,host,0.6317980572059755,1,0.112145494881677,0.0116539424866269
gene-PA3221,csaA,host,0.4826540294091538,1,0.2296784355736639,0.0583000689704006
gene-PA1361,gene-PA1361,host,0.7352217379073398,1,0.2459677746611749,0.0720289840818965
gene-PPLUZ19_gp11,gp11,phage,0.000012870189890294466,0.0401255289064645,1,0.2382224449853285
gene-PA5362,gene-PA5362,host,1,0.8922085418178671,0.1085586241782432,0.0600602665501492
gene-PA3946,rocS1,host,1,0.61628515385289,0.0873648666590192,0.0537557469044193
gene-PA3788,gene-PA3788,host,1,0.8052655838301473,0.2073753077217118,0.0726298296409784
gene-PA4097,gene-PA4097,host,1,0.7830409620797439,0.6472686299316965,0.433197698562389
gene-PA3547,algL,host,1,0.32744268849983,0.1948079995809913,0.1069104777156184
gene-PA4328,gene-PA4328,host,1,0.4438341294410147,0.0413728284086354,0.0647318016076387
gene-PA1703,pcrD,host,1,0.4731074733248558,0.1093088519263334,0.0406751869168045
